상호명,상가업소번호,지점명,건물명,경도,위도
엘리시엔피부관리,12590937,,세종한신휴시티,127.2586084,36.51429742
엘리업,16284132,,가락마을9단지,127.2291059,36.51148788
엘리엘라키친,16427202,,해비치빌딩,127.2768048,36.47369194
엘리음악학원,12623557,,메가시티,127.2481243,36.50281338
엘리트어린이집,17036504,,범지기마을9단지,127.2461715,36.51540007
엘리트태권도,25716120,,"엘리트태권도,대신식당,단골이용원",127.2826331,36.56283056
엘리트피아노학원,21742191,,,127.2939446,36.59533262
엘리트학생복,12443664,세종점,세종정원타워,127.241889,36.51261521
엘리트학생복,21967152,조치원점,,127.2979143,36.60373729
엘마트,17221915,,해들마을6단지,127.2768499,36.47484578
엘비에이더행복한공인중개사사무소,16687873,,,127.323574,36.54654157
엘시티공인중개사사무소,16457946,,새샘마을5단지,127.3044328,36.48132732
엘앤케이컴퍼니,17088562,,가온마을6단지,127.2483283,36.49787598
엘에스농기계충남부품센터,24642583,,,127.2790504,36.55645541
엘에이돈까스떡볶이,17115632,,세종시드니,127.2902351,36.47790919
엘이디라이팅,17186455,,해들마을5단지,127.2797584,36.47286265
엘지,25236160,,,127.2818096,36.46703507
엘지,22008185,조치원대리점,,127.2901942,36.60334009
엘지공인중개사사무소,24084477,,,127.2907466,36.59550288
엘지인테리어필름,16575763,세종점,,127.2900575,36.47290634
엘지하우징,24983577,,,127.3005165,36.59654294
엘큐브리빙,12658881,세종점,세종파이낸스센터,127.2628315,36.49633527
엠가요궁,23028720,,,127.3000801,36.60278574
엠네일,16364652,,조치원신흥E-편한세상아파트,127.2850543,36.5934682
엠디제이스마트솔루션,16520200,,,127.3378758,36.5289129
엠브릿지,17169938,세종지점,엠브릿지,127.2582039,36.50286746
엠씨유기획,25083928,,연기노총,127.2891881,36.59970223
엠제이,16649487,컨설턴트,퍼스트원,127.2602441,36.48906442
엠제이,16457494,피아노교습소,해들마을4단지,127.2806157,36.47185845
엠제이헤어,16367857,,고운프라자,127.2345996,36.51932778
엠케이식품,16565061,,,127.19665,36.70994308
엠코어린이집,11379402,,가재마을5단지,127.2453131,36.50147084
엠큐헤어,16112044,,새뜸프라자,127.251742,36.48415383
엠플러스엠,16510117,,도램마을14단지,127.2645594,36.5107384
엠할리데이,16741968,세종점,엠브릿지,127.2582039,36.50286746
엣지헤어,22975869,,,127.2976947,36.60206876
엣지헤어살롱,16450007,,청솔빌딩,127.24954,36.51226705
여고시대,20636680,,,127.2887585,36.60632353
여니옷장,16455715,,몰리브(MALLIVE),127.2476344,36.50267511
여동구요가,16244586,,크리스마스빌딩,127.2524967,36.48459115
여름컴퍼니,16124012,,새뜸마을3단지,127.2459205,36.48602777
여섯시광장,17164547,,메가타워2,127.2576251,36.4909948
여성인력도움센터,16242650,,SR파크도시형생활주택,127.2599232,36.48290709
여수댁간장과양념게장,17170516,,금강노을,127.2846114,36.4790472
여수동,16058621,,메가타워1,127.2578501,36.48964436
여수소머리국밥,11764314,,,127.2037292,36.49627089
여우,8962315,,,127.3006499,36.59662483
여우궁,25547727,,,127.367289,36.52892836
여울대방NEST,16486751,,호려울마을1단지,127.2861439,36.47500087
여유드림셀프빨래방,16652879,조치원점,,127.3001893,36.60430942
여자뽐므,16391279,,첫마을1단지,127.2586619,36.48175471
여정미용실,22965140,,,127.2048801,36.67918674
여주염소탕,16393130,,,127.3653494,36.53125221
여주영양탕,12522838,,,127.3654935,36.53137915
여진성,11935443,,,127.2040326,36.68000116
역대짬뽕,16770241,세종점,더스테이빌딩,127.3028546,36.49056467
역전7080포차,23491871,,,127.3654808,36.53156834
역전가요터,20152881,,,127.2973354,36.60101224
역전다방,16966706,,,127.2963792,36.60169151
역전다방,16088299,,,127.2037578,36.67844027
역전세탁소,23330310,,,127.1571242,36.72055605
역전슈퍼,11803136,,,127.3254526,36.55785346
역전슈퍼,15740284,,,127.2038475,36.67841383
역전용역,22474613,,,127.2967017,36.600639
역전우동0410,16604483,세종보람점,골드타워,127.2893531,36.477949
역전우동세종어반아트리움점,17159717,세종어반아트리움점,더센트럴,127.2610032,36.4878705
역전이발관,16028748,,,127.3669219,36.52876419
역전이발관,8947487,,,127.3664597,36.53066331
역전할머니맥주,17044838,,세종엔에스타워2,127.2588936,36.49023664
역전할머니맥주,17128038,세종조치원점,,127.2930673,36.60451972
역전할머니맥주세종,16431359,보람점,호려울마을7단지,127.2867155,36.47594156
역전할머니맥주세종도담점,17139369,세종도담점,해피라움7,127.2584589,36.5159277
연기공인중개사,20734548,,,127.2803205,36.46154665
연기공인중개사사무소,22029948,,,127.283046,36.56288711
연기군공원묘지,25636931,제2묘역,,127.2729195,36.69197695
연기군농협쌀조합공동사업법인,21999371,,,127.3185044,36.57183682
연기군산림조합,24557878,,,127.2902473,36.59754565
연기군야생화자생식물,24819749,,,127.2709977,36.59196816
연기군포도연합회,4917073,,,127.2114633,36.5986546
연기군한우연기애,24340435,,,127.2921854,36.61417541
연기꽃집,21926980,,,127.2989809,36.59209096
연기꽃화원,8709612,,,127.2989809,36.59209096
연기농원,24341847,,,127.2167049,36.5964722
연기대광식당,8707977,,,127.2800089,36.54224005
연기떡방앗간,6938341,,,127.2779928,36.54525594
연기모바일,16653638,,GS25연기행복점,127.283025,36.56273378
연기미용실,23094752,,,127.2764266,36.54433622
연기베스트학원,24561714,,욱일아파트,127.2941772,36.60292216
연기세종음료,25024333,,,127.3009009,36.59481487
연기세탁소,25770054,,,127.2770952,36.5445025
연기수도,12550647,,,127.2988165,36.59544249
연기식당,16418178,,,127.2740535,36.52219696
연기식당,5966289,,,127.2060911,36.49780068
연기식당,23221733,,,127.3226328,36.5622354
연기식당,8704069,,,127.3258726,36.55837853
연기어린이집,11095628,,,127.2772855,36.54444958
연기우편취급국,22455428,,,127.2768631,36.54423072
연기자동차공업사,23910170,,,127.2931536,36.61465879
연기장례예식장,20654159,,세종장례식장,127.2828921,36.5710782
연기정육점,25005718,,,127.2060911,36.49780068
연기주유소,22020102,,,127.2766301,36.54406709
연기철물,22026769,,,127.277081,36.54482685
연기청과,12529214,,,127.2971435,36.59998373
연기컴퓨터세탁소,23083759,,,127.2770952,36.5445025
연남고추떡방앗간,12273577,,,127.2984718,36.60018081
연남고추방앗간,3201883,,,127.2996844,36.60080977
연남공인중개사,25529938,,,127.2782402,36.54628482
연남통닭,20355948,,,127.2770297,36.54433087
연동면한우,12070907,,,127.3312479,36.56980916
연동부동산,11803403,,,127.3254526,36.55785346
연동송어촌,23233345,,,127.3233439,36.5716481
연동치킨,17207240,,,127.3678234,36.52912946
연동치킨호프,11803322,,,127.325013,36.55831059
연두부동산,16246375,,다정센타프라자,127.2485063,36.49562406
연리지,16596273,,세종마치,127.2715536,36.5041934
연무관합기도체육관,24566072,,,127.2939532,36.60542618
연봉마트,25615170,,"연봉마트,봉암정류소",127.2829499,36.56361652
연봉상회,8710025,,늘푸른공인중개사,127.2833344,36.56431276
연봉슈퍼마켓,22037615,,"연봉마트,봉암정류소",127.2829499,36.56361652
연서공인중개사사무소,16117985,,,127.2787123,36.55918403
연서닭집,12276599,,,127.2984718,36.60018081
연서닭집,8988838,,,127.2996035,36.60110669
"연세간호조무사학원,연세요양보호사교육원",16451313,,메가타워1,127.2578501,36.48964436
